adult,original_title,overview,original_language,revenue,status,release_date,production_companies,vote_count,vote_average
False,Gåten Ragnarok,"Archaeologist Sigurd Svendsen discovers that the Oseberg ship hides a secret from the Viking Age. Along with his two children put Sigurd out on a quest to find the truth. The mystery leads them into ""No Man's Land"" between Norway and Russia where no man traveling in modern times. Old runes take on new meaning when the secret they uncover is more frightening than anyone could have imagined.",no,3721345.0,Released,2013-11-11,"[{'name': 'Fantefilm', 'id': 3079}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'Ghost VFX', 'id': 25713}]",59.0,5.7
False,Secret Défense,"In France, terrorist groups and intelligence agencies battle in a merciless war everyday, in the name of radically opposed ideologies. Yet, terrorist and secret agents lead almost the same lives. Condemned to secrecy, these masters of manipulation follow the same methods. Alex and Al Barad are two of them. The former is the head of the D.G.S.E.'s (Direction Générale de la Sécurité Extérieure, the French equivalent of the CIA or the MI6) counter-terrorism unit while the latter reigns over a terrorist network, and both fight using the most ruthless of weapons: human beings.",fr,0.0,Released,2008-12-10,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'UGC Distribution', 'id': 3578}]",31.0,5.5
False,Virunga,"Virunga in the Democratic Republic of the Congo is Africa’s oldest national park, a UNESCO world heritage site, and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle, Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the park’s borders and expose the corruption of its enemies. Filled with shocking footage, and anchored by the surprisingly deep and gentle characters of the gorillas themselves, Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.",en,0.0,Released,2014-11-07,"[{'name': 'Grain Media', 'id': 49822}, {'name': 'Violet Films', 'id': 52655}]",74.0,8.1
False,The Madagascar Penguins in a Christmas Caper,"During the holiday season, when the animals of the Central Park Zoo are preparing for Christmas, Private, the youngest of the penguins notices that the Polar Bear is all alone. Assured that nobody should have to spend Christmas alone, Private goes into the city for some last-minute Christmas shopping. Along the way, he gets stuffed into a stocking",en,0.0,Released,2005-09-23,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'DreamWorks Animation', 'id': 521}]",58.0,6.5
False,The Seven-Ups,"A tough detective who is part of an elite New York City unit is trying to find out who killed his partner, but uncovers a plot to kidnap mobsters for money.",en,0.0,Released,1973-01-01,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Philip D'Antoni Productions Inc."", 'id': 77748}]",33.0,6.5
False,V/H/S: Viral,"V/H/S: VIRAL's segments include the story of a deranged illusionist who obtains a magical object of great power, a homemade machine that opens a door to a parallel world, teenage skaters that unwillingly become targets of a Mexican death cult ritual, and a sinister, shadowy organization that is tracking a serial killer. The segments are tied together by the story of a group of fame-obsessed teens following a violent car chase in LA that unwittingly become stars of the next internet sensation.",en,2756.0,Released,2014-10-23,"[{'name': 'Bloody Disgusting', 'id': 15157}, {'name': '8383 Productions', 'id': 15158}]",164.0,4.5
False,The Boy Who Cried Werewolf,"A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",en,0.0,Released,2010-10-22,[],58.0,5.7
False,Gone Nutty,Scrat tries to finish his rather large collection of acorns when things start going nutty.,en,0.0,Released,2002-10-21,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Sky Studios', 'id': 9383}]",41.0,6.7
False,Starry Eyes,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.,en,0.0,Released,2014-07-29,"[{'name': 'Dark Sky Films', 'id': 4592}, {'name': 'Snowfort Pictures', 'id': 7787}, {'name': 'Parallactic Pictures', 'id': 41812}, {'name': 'Title Media', 'id': 41813}]",128.0,5.9
False,思い出のマーニー,"A young girl is sent to the country for health reasons, where she meets an unlikely friend in the form of Marnie, a young girl with flowing blonde hair. As the friendship unravels it is possible that Marnie has closer ties to the protagonist than we might expect.",ja,561085.0,Released,2014-07-19,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Hakuhodo DY Media Partners', 'id': 11846}, {'name': 'KDDI Corporation', 'id': 11848}, {'name': 'Nippon Television Network (NTV)', 'id': 20192}, {'name': 'Mitsubishi Motors Corporation', 'id': 25634}]",345.0,7.8
False,西遊記之大鬧天宮,"Sun Wukong, (The Monkey King) is a monkey born from a heavenly stone who acquires supernatural powers. After rebelling against heaven and being imprisoned under a mountain for 500 years, he later accompanies the monk Xuanzang on a journey to India. Thus, according to legend, Buddhism is brought to ancient China. This much beloved story, is as much a part of Asian culture as The Iliad and The Odyssey or The Wizard of Oz are to the West. This first installment in a trilogy of live action 3-D movies is actually a prequel to The Journey To The West, the much told story of the Monkey King's adventures on the road to India.",zh,0.0,Released,2014-01-09,"[{'name': 'Mandarin Film', 'id': 7839}, {'name': 'Filmko Pictures', 'id': 9175}]",52.0,4.8
False,Song of the Sea,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival.",en,857522.0,Released,2014-09-06,"[{'name': 'Irish Film Board', 'id': 5267}, {'name': 'Digital Graphics', 'id': 11904}, {'name': 'Big Farm', 'id': 13350}, {'name': 'Cartoon Saloon', 'id': 23948}, {'name': 'Super Productions', 'id': 69190}, {'name': 'Magellan Films', 'id': 69191}, {'name': 'Mélusine Productions', 'id': 69192}, {'name': 'Noerlum Studios', 'id': 69193}, {'name': 'Studio 352', 'id': 69194}]",420.0,8.1
False,Beyond the Lights,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",en,14618727.0,Released,2014-09-10,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Homegrown Pictures', 'id': 8840}, {'name': 'Black Entertainment Television (BET)', 'id': 42321}, {'name': 'Relativity Sports', 'id': 86115}, {'name': 'Undisputed Cinema', 'id': 86116}]",139.0,7.0
False,Paulette,"Paulette lives alone in a housing project in the Paris suburbs. With her meager pension, she can no longer make ends meet.",fr,29494.0,Released,2013-01-16,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Légende Films (koprodukcja)', 'id': 79420}, {'name': 'France 2 Cinéma (koprodukcja)', 'id': 79421}]",138.0,6.3
False,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",en,93820758.0,Released,2015-11-20,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Roth Films', 'id': 16314}, {'name': 'K. JAM Media', 'id': 17888}, {'name': 'Cott Productions', 'id': 24175}, {'name': 'Surf Film', 'id': 34401}, {'name': 'Enelmar Productions, A.I.E.', 'id': 63571}]",1300.0,6.5
False,Les Tuche,"Everyone in the village of Bouzolles knows the Tuche family, who live by the philosophy ""Man is not made to work."" Despite their lack of money, they strive to be happy... that is, until their hand-to-mouth existence is turned on its head. After winning the lottery, the Tuches get rich beyond their wildest dreams and move to Monaco. And while attempting to fit in in their swanky new homeland, they struggle to stay true to the same principles by which they've always lived.",fr,0.0,Released,2011-06-30,"[{'name': 'Pathé Distribution', 'id': 3012}]",283.0,6.1
False,冰封俠: 重生之門,"In the Ming Dynasty, there lives four orphans, Ying, Sao, Yuanlong and Niehu. Raised in Taoyuan Village, the four are as closed as brothers. Their exceptional martial arts skills allows them to reach the highest rank within the imperial guards. After the four successfully killed the Japanese troop leader, the Emperor orders Ying to escort the Golden Wheel of Time from Sindu (now India) back to the capital, which is said to have the power of time travel and foresee into the future.  Now in 2013, Squire Tang, funded by a mysterious financer, digs up three ancient icemen from the outskirt of China; they are Ying, Sao and Niehu. As he is transferring the icemen to Hong Kong for further studies, the vehicle involves in a traffic accident which, unexpectedly, defrosts Ying...",cn,0.0,Released,2014-04-17,"[{'name': 'China 3D Digital Entertainment', 'id': 33634}]",61.0,4.7
False,A Promise,"A romantic drama set in Germany just before WWI and centered on a married woman who falls in love with her husband's teacher. Separated by the war, they pledge their devotion to one another.",en,0.0,Released,2013-09-04,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Fidélité Films', 'id': 2927}, {'name': 'Scope Pictures', 'id': 11199}, {'name': 'Orange Cinéma Séries', 'id': 11620}, {'name': 'Cofinova Développement 6', 'id': 33957}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 33961}]",45.0,5.9
False,Hello Ladies: The Movie,"When Stuart learns that his British ex-girlfriend is planning to visit Los Angeles with her husband, he sets out to impress them with his glamorous lifestyle, enlisting a Russian model he’s just met to play the role of his beautiful girlfriend. What could go wrong?",en,0.0,Released,2014-11-22,"[{'name': 'Home Box Office (HBO)', 'id': 3268}]",51.0,6.4
False,Listen Up Philip,"Anger rages in Philip as he awaits the publication of his second novel. He feels pushed out of his adopted home city by the constant crowds and noise, a deteriorating relationship with his photographer girlfriend Ashley, and his own indifference to promoting the novel. When Philip's idol Ike Zimmerman offers his isolated summer home as a refuge, he finally gets the peace and quiet to focus on his favorite subject: himself.",en,0.0,Released,2014-10-17,"[{'name': 'Sailor Bear', 'id': 14634}, {'name': 'Washington Square Films', 'id': 14862}, {'name': 'Faliro House Productions', 'id': 19246}]",61.0,5.9
False,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",en,1513528810.0,Released,2015-06-09,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}]",8842.0,6.5
False,Citizenfour,"In June 2013, Laura Poitras and reporter Glenn Greenwald flew to Hong Kong for the first of many meetings with Edward Snowden. She brought her camera with her. The film that resulted from this series of tense encounters is absolutely sui generis in the history of cinema:  a 100% real-life thriller unfolding minute by minute before our eyes. Poitras is a great and brave filmmaker, but she is also a masterful storyteller: she compresses the many days of questioning, waiting, confirming, watching the world’s reaction and agonizing over the next move, into both a great character study of Snowden and a narrative that will leave you on the edge of your seat as it inexorably moves toward its conclusion.",en,3003169.0,Released,2014-10-10,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'HBO Documentary Films', 'id': 17980}, {'name': 'Praxis Films', 'id': 46226}]",516.0,7.9
False,LOL (Laughing Out Loud),"Lola, a striking teenaged girl who is on the cusp of adulthood, who longs to rush into the adult world of independence, freedom and sexual exploits, but is tenaciously held back by her mother.",fr,0.0,Released,2008-06-06,"[{'name': 'M6 Films', 'id': 1115}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Pathé', 'id': 7981}, {'name': 'Bethsabée Mucho', 'id': 14628}, {'name': 'Poisson Rouge Pictures', 'id': 16259}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]",380.0,6.5
False,Astérix: Le domaine des dieux,"In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony.",fr,0.0,Released,2014-11-26,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'M6 Films', 'id': 1115}, {'name': 'M6 Studio', 'id': 4888}, {'name': 'Belvision', 'id': 5850}, {'name': 'Mikros Image', 'id': 8649}, {'name': 'Ciné+', 'id': 10611}, {'name': 'M6', 'id': 11261}, {'name': 'Société Nouvelle de Cinématographie (SNC)', 'id': 16670}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'W9', 'id': 34774}, {'name': 'Grid Animation', 'id': 67612}]",401.0,6.7
False,The Taking of Deborah Logan,"What starts as a poignant medical documentary about Deborah Logan's descent into Alzheimer's disease and her daughter's struggles as caregiver degenerates into a maddening portrayal of dementia at its most frightening, as hair-raising events begin to plague the family and crew and an unspeakable malevolence threatens to tear the very fabric of sanity from them all.",en,0.0,Released,2014-10-21,"[{'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Jeff Rice Films', 'id': 52738}, {'name': 'Casadelic Pictures', 'id': 54391}, {'name': 'Guerin-Adler-Scott Pictures', 'id': 72858}]",327.0,6.0
False,Alive Inside,"Five million Americans suffer from Alzheimer's disease and dementia—many of them alone in nursing homes. A man with a simple idea discovers that songs embedded deep in memory can ease pain and awaken these fading minds. Joy and life are resuscitated, and our cultural fears over aging are confronted.",en,0.0,Released,2014-01-18,[],34.0,7.8
False,Dio perdona … io no!,"In this violent spaghetti western a murderous robber hijacks a payroll train, murders everyone aboard and then stashes his loot. A gunslinger learns about it and decides he wants the money for himself and so hatches an elaborate plot to get at it. He lures the crook into a rigged poker game, and afterward a gunfight ensues. The quick-drawing gunman makes short work of the robber, then teams up with an insurance agent to look for the hidden fortune. Unbeknownst to them, the robber had an ace up his sleeve...",it,0.0,Released,1967-10-31,"[{'name': 'Productores Exhibidores Films Sociedad Anónima (PEFSA)', 'id': 7866}, {'name': 'Cronocinematografica S.p.a.', 'id': 15408}]",35.0,6.2
False,1½ Ritter - Auf der Suche nach der hinreißenden Herzelinde,"The story of Lanze who is in love with the princess. One day the princess is kidnapped by the Dark Knight and Lanze starts his journey to rescue her. But he is not alone because Erdal, a turk, joins him on his journey.",de,0.0,Released,2008-12-17,"[{'name': 'SevenPictures', 'id': 331}, {'name': 'barefoot films', 'id': 1989}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Lionheart Entertainment', 'id': 13334}]",45.0,4.5
False,Viaggio Sola,"Single and middle-aged, beautiful Irene (Margarita Buy) is wholly devoted to her job as an inspector of luxury hotels. Constantly on the road, she indulges in expensive pleasures at impeccable resorts, but always incognito and alone, soon escaping to the next exotic destination with her checklist and laptop in tow. When her best friend and ex, Andrea (Stefano Accorsi), who has always been a source of emotional support, suddenly becomes unavailable, Irene is thrown into a deep existential crisis. ""Luxury is a form of deceit,"" she is told by a fellow traveller in the fog of a steam room, and thus begins Irene's quest to bring more meaning into her life.",en,0.0,Released,2013-04-24,"[{'name': 'Ministero per i Beni e le Attività Culturali', 'id': 26260}, {'name': 'Augustus Color', 'id': 27558}, {'name': 'Bianca Film', 'id': 27559}]",31.0,5.5
False,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",en,107670357.0,Released,2014-11-26,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'BenderSpink', 'id': 6363}, {'name': 'RatPac Entertainment', 'id': 28732}]",1575.0,6.1
False,Detention of the Dead,A group of oddball high school students find themselves trapped in detention with their classmates having turned into a horde of Zombies.,en,0.0,Released,2012-04-27,"[{'name': 'Gala Film', 'id': 4896}]",34.0,4.5
False,Dr. Dolittle: Tail to the Chief,"Maya Dolittle (Kyla Pratt) is back in a heartwarming adventure of presidential proportions! Maya's dream of going to vet school is put on hold when she gets a call from the president of the United States. It seems the First Dog is out of control, and the president needs Maya's help. It's up to Maya and her own dog, Lucky, to stop a canine catastrophe from becoming a national crisis!. Read more: h",en,0.0,Released,2008-03-04,[],36.0,5.0
False,DragonHeart: A New Beginning,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining armor can now come true. Together, they soon face challenges that turn them into heroes. But caught up in the excitement of their new lives, Geoff and Drake fail to see the hidden dangers that surround them.",en,0.0,Released,2000-08-08,[],70.0,5.5
False,Drive Thru,"Horror gets Super Sized when Horny The Clown, the demonic mascot of ""Hella-Burger,"" starts slashing Orange County teenagers with his meat cleaver from Hell.",en,0.0,Released,2007-05-29,"[{'name': 'Lions Gate Films', 'id': 35}]",31.0,5.0
False,El Gringo,"A man crossing into Mexico with a satchel of $2,000,000 – and a bloody past – suddenly finds himself under attack in the sleepy town of El Fronteras.",en,0.0,Released,2012-05-10,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'After Dark Films', 'id': 3608}, {'name': 'Autonomous Films', 'id': 11647}, {'name': 'Bomar OOD', 'id': 28176}]",44.0,5.1
False,Enemies Closer,"After a major shipment of drugs goes missing on the US-Canadian border, forest ranger and former Navy SEAL Henry is plunged into survival mode when the drug cartel forces him to help retrieve the downed package. Trapped in the wilderness with no communication to the outside world, Henry finds himself face to face with Clay, a man with a personal vendetta against Henry who has returned for retribution. Now, the two mortal enemies must make a choice: put aside their past and work together, or die alone at the hands of the drug runners, a ruthless gang who will stop at nothing to retrieve their lost cargo.",en,0.0,Released,2013-12-04,"[{'name': 'After Dark Films', 'id': 3608}, {'name': 'Signature Entertainment', 'id': 23770}, {'name': 'Bomar OOD', 'id': 28176}, {'name': 'Payton Productions', 'id': 28177}, {'name': 'Boulston Productions Limited', 'id': 28179}]",66.0,5.1
False,La Belle verte,"As part of an intergalactic coalition, a well-meaning space alien volunteers to bring a message of self-actualization and harmony with nature to the one planet rejected by all her peers as incorrigible: Earth.",fr,0.0,Released,1996-09-18,[],32.0,7.5
False,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",en,373552094.0,Released,2014-11-22,"[{'name': 'DreamWorks Animation', 'id': 521}]",1375.0,6.5
False,Black or White,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",en,21571189.0,Released,2014-09-06,"[{'name': 'Treehouse Pictures', 'id': 14580}]",119.0,6.5
False,'71,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,en,1625847.0,Released,2014-10-10,"[{'name': 'Screen Yorkshire', 'id': 2690}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Creative Scotland', 'id': 8087}, {'name': 'Film4', 'id': 9349}, {'name': 'Warp Films', 'id': 12180}, {'name': 'Crab Apple Films', 'id': 41517}]",414.0,6.7
False,The Water Diviner,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.",en,15520023.0,Released,2014-12-25,"[{'name': 'Hopscotch Features', 'id': 21079}, {'name': 'Fear of God Films', 'id': 40309}]",439.0,6.8
False,Le Chat du rabbin,"The story of a rabbi and his talking cat, a sharp-tongued feline philosopher brimming with scathing humor and a less than pure love for the rabbi's teenage daughter.",fr,0.0,Released,2011-05-31,"[{'name': 'Procirep', 'id': 311}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'France Télévision', 'id': 7454}, {'name': 'Autochenille', 'id': 7873}, {'name': 'TF1 Droits Audiovisuels', 'id': 8350}]",51.0,6.7
False,Still Alice,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",en,43884652.0,Released,2014-12-05,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'Big Indie Pictures', 'id': 6831}, {'name': 'Backup Media', 'id': 26590}, {'name': 'BSM Studio', 'id': 28361}]",1126.0,7.5
False,Paddington,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",en,259207227.0,Released,2014-11-27,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'StudioCanal', 'id': 694}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Ciné+', 'id': 10611}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}, {'name': 'TF1', 'id': 22123}, {'name': 'Amazon Prime Instant Video', 'id': 58773}]",899.0,7.0
False,Jessabelle,A young woman recuperating at her father's run-down home after a tragic accident soon encounters a terrifying presence with a connection to her long-deceased mother.,en,0.0,Released,2014-08-29,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Principato-Young Entertainment', 'id': 37845}]",265.0,5.1
False,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",en,311256926.0,Released,2015-09-09,"[{'name': 'Gotham Group', 'id': 3672}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSG Entertainment', 'id': 22213}]",3148.0,6.5
False,Ice Age: A Mammoth Christmas,"When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things right and ends up making things much worse. Now it's up to Manny and his prehistoric posse to band together and save Christmas for the entire world!",en,0.0,Released,2011-11-24,"[{'name': 'Reel FX Creative Studios', 'id': 2787}, {'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",171.0,6.0
False,Kajaki,British soldiers guarding the Kajaki Dam set out to rescue a three-man team after one of them loses a leg to a landmine.,en,0.0,Released,2014-11-12,"[{'name': 'Head Gear Films', 'id': 5056}, {'name': 'Lipsync Productions', 'id': 9987}, {'name': 'Metrol Technology', 'id': 25954}, {'name': 'MENA Film', 'id': 50939}, {'name': 'Pukka Films', 'id': 50942}]",93.0,6.3
False,The Voices,"A mentally unhinged factory worker must decide whether to listen to his talking cat and become a killer, or follow his dog's advice to keep striving for normalcy.",en,0.0,Released,2014-01-19,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Mandalay Vision', 'id': 6667}, {'name': '1984 Private Defense Contractors', 'id': 8532}]",578.0,6.2
False,Come Back to Me,"Sarah &amp; Josh are married suburbanites. After a car accident, Sarah suffers blackouts &amp; ends up pregnant though Josh is sterile. As her life spirals she hides a camera in her home &amp; unlocks a horrific secret with far-reaching consequences.",en,0.0,Released,2014-07-25,[],52.0,5.6
False,Grace,"A unique horror film told from the first-person perspective of Grace - a naive, virginal college freshman trying to deal with campus culture and her outgoing roommate as an evil entity takes over her body and unleashes chaos.",en,0.0,Released,2014-10-28,"[{'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Colony Pictures', 'id': 10588}]",62.0,4.8
False,Batman vs Dracula,"Gotham City is terrorized not only by recent escapees Joker and Penguin, but by the original creature of the night, Dracula! Can Batman stop the ruthless vampire before he turns everyone in the city, including The Caped Crusader, Joker and Penguin, into his mindless minions?",en,0.0,Released,2005-10-18,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}]",58.0,6.5
False,Nati con la camicia,"Mason is driving a truck when he takes on his lorry Rosco a hitchhiker. Traffic police stop them for a control but they are confused for two robbers. They manage to escape in a very strange way from this situation, but just to fall in a worse one. They run to the airport trying to take the first flight available. The couple not only succeeds to have a free flight to Miami but someone give them a bag full of million dollars. Later Rosco and Mason will understand that this time they were confused for two secret agents but it is too late, now they are too deeply involved in the situation. Obviously a funny situation.",it,0.0,Released,1983-01-01,"[{'name': 'El Pico S.A.', 'id': 17955}, {'name': 'Laguna Productions', 'id': 38918}]",90.0,6.8
False,Cowspiracy: The Sustainability Secret,"""COWSPIRACY: The Sustainability Secret"" is a groundbreaking feature-length environmental documentary following an intrepid filmmaker as he uncovers the most destructive industry facing the planet today, and investigates why the world's leading environmental organizations are too afraid to talk about it.  This documentary will be as eye-opening as ""Blackfish"" and as inspiring as ""An Inconvenient Truth.""",en,0.0,Released,2014-07-01,"[{'name': 'First Spark Media', 'id': 85028}, {'name': 'A.U.M. Films', 'id': 85029}]",119.0,7.9
False,Manny,"From abject poverty to becoming a ten-time boxing world champion, congressman, and international icon, Manny Pacquiao is the true definition of a Cinderella story. In the Philippines, he first entered the ring as a sixteen-year-old weighing ninety-eight pounds with the goal of earning money to feed his family. Now, almost twenty years later, when he fights, the country of 100 million people comes to a complete standstill to watch. Regarded for his ability to bring people together, Pacquiao entered the political arena in 2010. As history’s first boxing congressman, Pacquiao now fights for his people both inside and outside of the ring. Now at the height of his career, he is faced with maneuvering an unscrupulous sport while maintaining his political duties. The question now is, what bridge is too far for Manny Pacquiao to cross?",en,0.0,Released,2014-12-31,"[{'name': 'Revelin Studios', 'id': 53076}, {'name': 'Wonderspun', 'id': 53077}]",40.0,6.4
False,Clouds of Sils Maria,A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.,en,1851517.0,Released,2014-08-20,"[{'name': 'Pallas Film', 'id': 789}, {'name': 'CAB Productions', 'id': 22587}, {'name': 'C.G. Cinema', 'id': 32289}]",267.0,6.7
False,Dying of the Light,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",en,0.0,Released,2014-12-04,"[{'name': 'TinRes Entertainment', 'id': 20658}, {'name': 'Over Under Media', 'id': 40541}]",118.0,4.5
False,All Cheerleaders Die,"When tragedy rocks Blackfoot High, rebellious outsider Mäddy Killian shocks the student body by joining the cheerleading squad. This decision drives a rift between Mäddy and her ex-girlfriend Leena Miller — a loner who claims to practice the dark arts. After a confrontation with the football team, Mäddy and her new cheerleader friends are sent on a supernatural roller coaster ride which leaves a path of destruction none of them may be able to escape. Remake of their own 2001 feature film.",en,0.0,Released,2013-10-31,"[{'name': 'Modernciné', 'id': 5574}]",124.0,5.1
False,WolfCop,"It's not unusual for alcoholic cop Lou to black out and wake up in unfamiliar surroundings, but lately things have taken a turn for the strange...and hairy. WolfCop is the story of one cop's quest to become a better man. One transformation at a time.",en,0.0,Released,2014-06-06,"[{'name': 'Echolands Creative Group', 'id': 37130}]",60.0,5.2
False,The Borderlands,"Vatican investigators are sent to the British West Country to investigate paranormal activity, and they find the events are more disturbing than they first imagined.",en,0.0,Released,2013-08-24,"[{'name': 'Metrodome Distribution', 'id': 22913}]",82.0,5.1
False,忠烈楊家將,"When a rival nation sends troops to invade the Song Dynasty, the emperor sends general Yang Ye (Adam Cheng) to defend the nation. However, Yang's place in the court is shaky due to a feud with Pan Renmei caused by the accidental death of his son at the hands of one of Yang's sons. At the battle, Yang is abandoned by Pan's troops, leaving him trapped in the face of an attack by Yeli Yuan (Shao Bing), an enemy general who wants to kill Yang to avenge his father. After learning about their father's predicament, Yang Ye's seven sons set out to rescue their father at any cost.",zh,0.0,Released,2013-04-04,"[{'name': 'Pegasus Motion Pictures', 'id': 6950}]",44.0,6.1
