loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
14750,36 months,24.2,10,OWN,70000,credit_card,NJ,20.63,1,78,40,1,18,verified
9600,36 months,10.74,5,RENT,40000,debt_consolidation,CA,22.48,0,67.8,17,0,19,verified
12800,36 months,20.5,10,OWN,51000,house,NJ,14.61,1,92.2,9,1,16,verified
35000,60 months,21.48,10,MORTGAGE,99000,debt_consolidation,SC,27.74,0,52.6,43,0,19,verified
12000,36 months,10.74,1,MORTGAGE,60000,debt_consolidation,OH,6.45,0,37.8,31,0,11,verified
15000,36 months,18.55,1,RENT,30000,debt_consolidation,NJ,26.96,0,96.5,25,0,14,verified
14000,36 months,14.65,10,MORTGAGE,88000,debt_consolidation,MI,19.57,0,81.1,49,0,16,verified
10000,36 months,16.29,4,OWN,26000,debt_consolidation,LA,18.42,0,69,40,0,7,not verified
19125,36 months,24.33,4,RENT,83400,debt_consolidation,MD,22.52,0,63.7,40,0,9,verified
18500,36 months,14.65,9,RENT,38192,debt_consolidation,MO,32.33,0,59,28,1,14,verified
2600,36 months,10.74,,OWN,20000,credit_card,OH,28.08,0,47.4,19,0,5,verified
9600,36 months,6.62,0,RENT,38000,debt_consolidation,FL,14.4,0,32.2,28,0,15,verified
28000,36 months,21.97,1,RENT,80000,credit_card,FL,9.89,0,84.6,16,1,7,verified
9425,36 months,19.22,4,MORTGAGE,35000,credit_card,CA,16.01,0,73.5,10,0,4,not verified
12000,36 months,14.65,3,RENT,41000,debt_consolidation,FL,22.51,0,82.9,18,0,8,verified
10000,36 months,22.45,10,MORTGAGE,55000,credit_card,FL,26.36,0,79.5,41,0,13,verified
11000,36 months,8.9,10,MORTGAGE,54000,credit_card,MN,6.51,0,64.4,12,0,11,not verified
14125,36 months,13.99,10,MORTGAGE,62400,debt_consolidation,VA,32.37,1,92.8,35,0,12,verified
8600,36 months,7.9,10,RENT,35000,debt_consolidation,WI,7.41,0,58,10,0,18,not verified
5000,36 months,6.62,10,MORTGAGE,115200,car,VA,9.23,0,14.6,41,0,15,not verified
5600,36 months,15.31,1,RENT,35000,other,RI,12.93,0,56.8,13,1,9,not verified
10000,36 months,12.12,5,RENT,30000,other,IL,11.53,0,36.6,13,0,6,not verified
35000,60 months,23.13,4,MORTGAGE,109000,credit_card,WI,29.94,0,86.5,29,1,17,verified
24000,60 months,13.11,8,MORTGAGE,74000,home_improvement,AR,28.28,0,25.5,33,1,25,verified
3600,36 months,7.62,2,RENT,35000,debt_consolidation,NJ,18.33,0,15,13,1,7,not verified
8000,36 months,13.11,1,MORTGAGE,30000,credit_card,MI,10.6,0,47.3,19,0,19,not verified
6000,36 months,9.76,10,MORTGAGE,100000,credit_card,LA,20.5,0,80.3,38,0,24,not verified
6625,36 months,18.25,2,RENT,23400,debt_consolidation,IL,7.85,0,54.4,9,0,5,verified
3500,36 months,9.76,10,OWN,36000,debt_consolidation,SD,24.57,0,23.7,21,0,11,not verified
8875,36 months,17.27,10,MORTGAGE,35000,debt_consolidation,WA,5.04,0,78,5,0,5,verified
16000,36 months,13.99,9,MORTGAGE,72000,debt_consolidation,MI,18.52,0,72.8,17,0,26,not verified
12000,36 months,8.9,8,MORTGAGE,56000,credit_card,GA,31.63,0,48.4,35,0,23,verified
22250,60 months,13.11,,MORTGAGE,46764,home_improvement,SC,18.19,0,0,32,0,12,verified
20000,36 months,12.12,10,RENT,74000,debt_consolidation,NJ,13.9,0,42,28,0,15,verified
35000,36 months,10.74,4,OWN,110000,car,CA,11.12,0,36.8,9,0,9,verified
7000,36 months,8.9,6,RENT,50000,other,AZ,1.73,0,15.1,15,0,10,verified
3825,36 months,12.12,,OWN,22000,debt_consolidation,NJ,33.49,0,48,38,0,16,verified
1800,36 months,13.99,2,MORTGAGE,47500,home_improvement,NY,3.74,1,4.9,18,0,10,not verified
24000,60 months,23.26,2,MORTGAGE,91000,debt_consolidation,IL,10.97,1,57.5,42,0,18,verified
5000,36 months,13.11,1,RENT,40000,other,FL,25.14,0,77.2,23,0,6,not verified
10000,36 months,17.27,5,MORTGAGE,55000,debt_consolidation,FL,22.78,2,73.7,22,0,9,not verified
5000,60 months,13.99,10,MORTGAGE,125000,other,CT,15.58,0,56.2,33,0,20,verified
6000,36 months,14.65,10,MORTGAGE,110000,debt_consolidation,TX,8.98,0,58.5,52,0,18,verified
15000,36 months,17.99,10,MORTGAGE,63000,debt_consolidation,FL,9.94,0,68.2,12,0,11,not verified
15000,36 months,15.81,4,MORTGAGE,50000,debt_consolidation,MA,27.02,0,41.3,42,0,15,verified
19200,36 months,12.12,10,MORTGAGE,87000,debt_consolidation,MI,23.78,0,76.4,41,0,22,not verified
14450,60 months,20.99,2,RENT,39600,small_business,AR,8.72,0,64.1,11,1,9,verified
10000,36 months,13.11,0,RENT,47000,credit_card,UT,13.12,0,76,10,0,17,verified
12000,36 months,12.12,3,RENT,53000,debt_consolidation,TX,22.73,0,56.7,18,0,12,verified
6000,36 months,13.99,,RENT,18468,credit_card,AK,22.94,0,87.4,19,1,10,verified
6000,36 months,10.74,0,RENT,55000,wedding,NY,7.74,0,47.4,25,0,8,verified
6450,36 months,7.62,2,MORTGAGE,150000,debt_consolidation,SC,10.81,0,84.4,29,0,12,not verified
25000,36 months,7.62,10,MORTGAGE,250000,medical,NY,24.59,0,9.7,40,0,29,verified
27975,36 months,22.45,9,OWN,78000,credit_card,CA,19.52,0,93.6,19,1,14,verified
8000,36 months,15.31,7,RENT,108000,wedding,CA,17.94,0,57.4,20,0,9,verified
12800,36 months,18.25,10,RENT,59000,debt_consolidation,CT,5.95,0,87.4,28,0,15,not verified
18000,36 months,13.99,10,MORTGAGE,77000,other,MI,25.17,0,66.6,50,1,24,not verified
21850,36 months,24.52,0,MORTGAGE,45000,debt_consolidation,PA,24.19,0,52.9,38,0,12,verified
35000,36 months,22.45,5,MORTGAGE,155000,debt_consolidation,IL,14.44,2,88.7,33,0,18,verified
21000,60 months,13.11,10,MORTGAGE,56000,debt_consolidation,AL,16.09,0,36.6,22,0,19,verified
13500,36 months,13.11,10,RENT,41000,debt_consolidation,CO,19.11,0,82.8,16,1,12,verified
5000,36 months,6.03,,OWN,64000,moving,MO,10.2,0,4.1,12,0,17,not verified
2400,60 months,18.55,1,RENT,33600,other,OR,4.54,0,16.8,7,0,9,verified
6400,36 months,7.9,6,RENT,48000,debt_consolidation,CA,10,0,36.7,37,1,11,not verified
12000,36 months,16.29,10,MORTGAGE,95000,credit_card,NV,14.02,0,69.2,29,0,25,not verified
6400,36 months,12.12,4,RENT,52000,debt_consolidation,CA,31.08,1,19.7,16,1,19,verified
6000,36 months,14.65,10,RENT,50000,debt_consolidation,KY,28.22,0,38.7,22,0,11,not verified
28000,60 months,21.48,4,MORTGAGE,120000,debt_consolidation,OH,19.32,0,37.7,31,0,17,verified
14500,60 months,13.99,0,MORTGAGE,80000,debt_consolidation,NY,8.4,0,67.9,23,1,18,verified
24000,60 months,12.12,10,MORTGAGE,60000,home_improvement,NY,15.34,0,40.9,41,0,15,verified
15000,36 months,7.62,3,RENT,63000,debt_consolidation,WI,11.42,0,15.8,24,0,25,not verified
6925,60 months,20.99,4,MORTGAGE,35000,debt_consolidation,CA,14.02,0,48.7,12,1,4,verified
5800,36 months,9.76,1,RENT,60000,small_business,CT,19.34,0,2.3,17,1,16,verified
23850,36 months,19.99,5,RENT,99600,debt_consolidation,CA,17.74,1,78.4,21,1,7,verified
4000,36 months,13.99,3,RENT,50000,debt_consolidation,NM,10.44,0,80.2,13,0,8,not verified
35000,36 months,17.99,8,MORTGAGE,98826,credit_card,AK,13.19,0,62.8,20,0,12,verified
4000,36 months,13.99,7,MORTGAGE,30000,debt_consolidation,AL,11.52,0,54.2,24,1,10,verified
35000,60 months,20.5,4,MORTGAGE,152000,debt_consolidation,MT,13.48,0,84.9,42,1,12,verified
28000,36 months,23.33,2,RENT,87000,debt_consolidation,MI,13.41,0,95.2,8,1,7,verified
15875,36 months,13.99,2,OWN,32614.4,debt_consolidation,FL,23.55,0,55,15,1,8,verified
17000,36 months,12.12,4,MORTGAGE,75000,debt_consolidation,NJ,16.02,0,46.3,30,0,13,not verified
5200,36 months,13.67,4,RENT,45000,credit_card,NY,18.83,0,70.9,39,0,11,not verified
3100,36 months,7.9,5,MORTGAGE,36000,credit_card,AL,7.1,0,35,25,0,10,verified
16450,60 months,22.78,10,RENT,69300,debt_consolidation,OK,27.88,0,71.4,25,1,23,verified
10500,36 months,6.62,2,RENT,67000,credit_card,TX,25.42,0,38.5,28,0,30,not verified
8500,36 months,15.81,4,RENT,71500,wedding,NJ,18.37,0,46.6,24,0,8,not verified
14400,36 months,17.99,4,MORTGAGE,41008,credit_card,MN,21.89,0,85.5,32,0,8,not verified
19500,60 months,19.99,3,RENT,40000,credit_card,CT,22.53,0,87,23,1,16,verified
16500,36 months,18.55,0,MORTGAGE,99500,debt_consolidation,MN,15.41,1,68.2,37,0,10,verified
8000,36 months,15.31,4,MORTGAGE,75000,debt_consolidation,PA,11.17,0,81.4,25,0,12,verified
28000,36 months,17.99,10,RENT,82000,credit_card,NJ,9.09,0,41.5,36,0,20,verified
18000,60 months,20.5,6,MORTGAGE,50000,debt_consolidation,TX,18.12,0,89.7,52,1,17,verified
16000,36 months,12.12,3,MORTGAGE,49960,credit_card,MN,16.67,0,66.9,28,0,13,not verified
35000,36 months,21.97,9,MORTGAGE,220000,credit_card,MI,6.49,0,77.5,19,0,17,verified
5400,36 months,15.31,10,RENT,62400,debt_consolidation,NJ,21.77,0,75.2,33,1,17,not verified
10950,36 months,15.81,9,MORTGAGE,70000,debt_consolidation,NJ,7.05,0,78,15,0,14,verified
16950,60 months,18.25,6,MORTGAGE,50000,other,KS,19.49,0,55.4,27,0,6,verified
3500,36 months,13.11,7,MORTGAGE,45000,home_improvement,PA,12.85,0,28.5,20,0,11,verified
9000,36 months,10.74,6,RENT,55000,debt_consolidation,CA,31.07,0,61.2,21,0,8,verified
19000,36 months,13.11,5,RENT,75000,credit_card,NJ,11.2,0,66.5,27,0,13,not verified
15000,36 months,16.29,3,OWN,37000,debt_consolidation,VA,14.21,0,61.7,14,0,7,not verified
5000,36 months,13.99,7,RENT,33000,other,CT,29.6,1,30.6,17,0,6,not verified
6625,36 months,15.81,6,RENT,31500,wedding,MI,16.53,0,43.2,24,0,8,verified
22750,36 months,17.27,3,MORTGAGE,47000,debt_consolidation,FL,24.87,0,86,7,1,23,verified
21000,60 months,16.29,10,RENT,45000,debt_consolidation,CA,28.13,0,52.6,29,0,12,verified
16800,36 months,12.12,1,MORTGAGE,100850,credit_card,LA,23.36,0,83.5,34,0,17,verified
4250,36 months,15.81,0,RENT,40000,other,FL,20.43,0,85,17,0,16,verified
21000,60 months,23.26,1,RENT,65000,debt_consolidation,CA,20.38,0,59,18,1,9,verified
17600,36 months,15.31,0,RENT,44000,debt_consolidation,MN,11.05,0,39.2,45,1,11,not verified
13600,36 months,13.67,10,MORTGAGE,40850,credit_card,GA,33.52,0,54.1,28,0,12,verified
4000,36 months,7.9,3,RENT,17000,other,FL,25.73,0,40.7,20,0,8,not verified
11200,36 months,13.99,8,RENT,60000,credit_card,OH,22.2,0,60.7,34,0,14,not verified
1000,36 months,7.62,1,RENT,61000,moving,WA,26.22,0,32.9,31,0,25,verified
4200,36 months,6.62,0,RENT,46000,moving,WA,16.7,0,27.9,7,0,9,verified
5500,36 months,7.62,5,MORTGAGE,70000,debt_consolidation,MI,14.07,1,28.8,26,0,15,not verified
33950,36 months,19.22,10,MORTGAGE,105000,debt_consolidation,NJ,26.83,1,51.1,37,1,17,verified
30000,36 months,18.25,10,MORTGAGE,72000,credit_card,OR,19.74,0,65.7,19,0,12,verified
24000,36 months,13.99,3,MORTGAGE,70000,debt_consolidation,NJ,7.82,1,5.8,32,1,13,not verified
12625,36 months,8.9,0,RENT,26400,wedding,TX,5.21,0,3,13,1,10,not verified
20000,36 months,10.74,10,MORTGAGE,74000,debt_consolidation,MI,13.48,0,65.4,24,0,11,verified
15000,36 months,13.11,6,MORTGAGE,42000,debt_consolidation,OH,29.77,1,54.8,22,0,26,not verified
32350,36 months,22.78,2,RENT,120000,credit_card,NY,3.2,0,52,16,0,11,verified
20500,36 months,19.22,0,OWN,65000,credit_card,CA,13.51,1,60.5,30,1,22,verified
19200,60 months,18.55,10,MORTGAGE,60000,debt_consolidation,NJ,17.24,0,58.7,34,1,11,verified
12000,36 months,9.76,10,MORTGAGE,100000,debt_consolidation,GA,22.88,0,74.8,43,0,14,not verified
8000,36 months,17.99,4,MORTGAGE,66000,wedding,VA,11.4,0,45.4,19,0,9,not verified
14000,36 months,7.9,7,MORTGAGE,115000,debt_consolidation,NC,5.04,0,76.8,25,0,14,verified
16000,60 months,17.99,10,OWN,71000,debt_consolidation,NJ,21.26,0,57.8,28,1,23,verified
10000,36 months,13.67,10,MORTGAGE,112000,debt_consolidation,NY,25.3,1,77.5,32,0,23,not verified
25000,60 months,15.31,10,MORTGAGE,59426,house,VA,9.73,0,25.4,31,0,15,verified
9750,36 months,10.74,5,RENT,20000,other,PA,1.14,0,26.1,6,1,7,not verified
4000,36 months,16.29,1,RENT,65000,credit_card,NY,7.33,0,67.3,15,0,5,verified
22000,60 months,19.99,4,MORTGAGE,45000,debt_consolidation,PA,30.04,1,89.2,42,1,10,verified
8475,36 months,9.76,3,RENT,29000,debt_consolidation,MN,23.59,0,74.6,9,0,6,not verified
18475,60 months,13.99,10,MORTGAGE,70632,debt_consolidation,OH,30.63,0,59.9,29,1,19,verified
35000,60 months,14.65,10,MORTGAGE,120000,debt_consolidation,MD,12.87,0,79.2,40,1,15,verified
10000,36 months,13.99,,RENT,54000,other,NJ,21.87,0,84.6,25,1,12,verified
27250,36 months,18.25,7,MORTGAGE,55000,debt_consolidation,LA,14.55,0,60.7,34,0,39,verified
7200,36 months,13.67,3,MORTGAGE,75000,debt_consolidation,MN,4.42,0,39.7,18,0,11,not verified
16500,60 months,12.12,2,RENT,45000,medical,PA,8.74,0,8.8,26,0,34,verified
10575,36 months,13.99,1,MORTGAGE,40000,debt_consolidation,OH,20.58,1,80.9,26,0,25,verified
7600,36 months,15.81,6,RENT,55000,debt_consolidation,CA,17.02,0,64.5,17,0,11,not verified
17050,36 months,13.11,3,MORTGAGE,103000,credit_card,MD,21.46,1,80.4,40,0,22,verified
16750,60 months,10.74,10,OWN,34000,debt_consolidation,FL,24.88,0,29.4,23,0,17,verified
20000,36 months,14.65,4,OWN,100000,debt_consolidation,NY,4.44,0,81.7,16,0,13,not verified
2000,36 months,17.27,,RENT,20000,debt_consolidation,CA,8.64,0,93.8,9,0,10,not verified
20800,60 months,21.48,0,MORTGAGE,61000,debt_consolidation,CT,18.79,0,66.5,38,1,17,verified
8000,60 months,17.99,6,MORTGAGE,75000,home_improvement,FL,1.09,0,21.7,7,0,5,verified
12000,36 months,14.65,9,MORTGAGE,76000,debt_consolidation,TX,18.63,0,55.5,20,0,21,not verified
14100,36 months,13.11,7,MORTGAGE,95000,debt_consolidation,NY,9.25,1,37.2,23,0,23,verified
18000,36 months,13.11,6,RENT,45000,moving,CA,10.27,0,39.9,11,0,13,verified
17000,36 months,13.99,8,MORTGAGE,76000,debt_consolidation,PA,11.31,0,63.7,15,0,14,not verified
5200,36 months,7.62,4,RENT,39200,debt_consolidation,NJ,33.29,0,18.2,16,1,13,verified
6000,36 months,15.81,10,RENT,50000,debt_consolidation,NJ,20.81,0,74.6,17,0,12,not verified
22000,60 months,14.65,10,MORTGAGE,59380,debt_consolidation,KS,11.22,0,73.6,21,0,16,verified
3825,36 months,12.12,5,RENT,19000,debt_consolidation,CA,33.03,0,72.6,12,0,5,not verified
2850,36 months,14.65,,RENT,18000,debt_consolidation,IL,16.6,0,72.8,17,1,5,verified
7550,36 months,10.74,10,MORTGAGE,64176,debt_consolidation,CA,28.01,0,61.3,34,0,28,verified
10000,36 months,6.03,10,MORTGAGE,57000,other,PA,13.49,0,24.4,11,0,10,not verified
20000,36 months,13.11,5,MORTGAGE,71800,credit_card,OH,14.09,0,38.3,24,0,9,verified
6000,36 months,15.31,8,RENT,74000,credit_card,NY,4.43,0,53,21,0,15,not verified
3450,36 months,12.12,2,RENT,14000,debt_consolidation,CA,6.51,1,43.8,4,0,5,verified
12000,36 months,18.55,3,RENT,57000,credit_card,NC,21.47,0,94.4,32,0,12,verified
19750,60 months,20.5,1,RENT,70000,debt_consolidation,NY,19.58,0,94.7,24,1,8,verified
15000,36 months,14.65,10,MORTGAGE,65000,debt_consolidation,OH,11.26,0,31.6,19,0,10,verified
5000,60 months,12.12,10,MORTGAGE,70000,debt_consolidation,WA,6.34,0,13.3,8,0,12,verified
4500,36 months,14.65,2,RENT,72000,debt_consolidation,CA,9.33,0,94.1,13,1,10,not verified
3000,36 months,15.31,4,RENT,21000,wedding,CO,14,0,64,12,0,5,not verified
14375,36 months,18.55,,RENT,60000,debt_consolidation,NY,14.88,1,87.6,21,1,9,verified
9800,36 months,7.62,0,MORTGAGE,59000,credit_card,NC,9.99,0,57,20,0,7,verified
2600,36 months,6.03,6,RENT,60000,debt_consolidation,MA,6.67,0,6.8,17,0,20,not verified
10000,36 months,10.74,10,MORTGAGE,69000,small_business,OH,23.55,0,82.6,33,0,18,verified
12000,36 months,17.99,10,MORTGAGE,95000,debt_consolidation,OH,20.01,3,88.2,45,0,13,not verified
30000,36 months,7.62,10,MORTGAGE,82606,debt_consolidation,WV,15.91,0,21.2,24,0,20,verified
5000,36 months,13.67,3,RENT,70000,credit_card,TX,17.44,0,86.7,19,1,7,not verified
20000,60 months,10.74,10,MORTGAGE,105000,debt_consolidation,UT,16.45,0,35.7,20,0,13,verified
8875,36 months,15.31,0,RENT,28800,small_business,NY,27.11,0,66.8,11,1,5,not verified
6775,36 months,13.67,10,MORTGAGE,140000,credit_card,OH,12.57,0,72.2,30,0,15,not verified
10000,36 months,10.74,10,OWN,52000,credit_card,MI,22.92,0,64.4,11,0,24,verified
14000,36 months,14.65,6,MORTGAGE,135000,debt_consolidation,CT,15.1,0,92.6,30,0,17,not verified
16450,60 months,17.99,8,MORTGAGE,43545.6,debt_consolidation,MA,23.67,0,86,23,0,11,verified
15000,36 months,18.25,10,MORTGAGE,45000,credit_card,MA,15.33,1,42.8,22,0,14,not verified
10400,36 months,18.25,6,MORTGAGE,110000,credit_card,MO,13.7,0,86.3,18,1,8,not verified
6300,36 months,10.74,3,RENT,17000,debt_consolidation,NH,31.2,0,77.8,14,1,8,verified
19175,36 months,7.62,10,MORTGAGE,106000,credit_card,CA,11.41,0,31.5,14,0,17,not verified
30000,36 months,17.99,1,OWN,140000,small_business,CA,10.87,0,59.2,6,0,5,verified
16350,36 months,6.03,8,MORTGAGE,75000,house,FL,7.05,0,5.6,13,1,8,verified
35000,60 months,21.97,7,MORTGAGE,215000,debt_consolidation,TX,24.14,0,81.8,50,0,20,verified
19750,60 months,12.12,10,MORTGAGE,54000,debt_consolidation,NC,25.67,0,54.1,18,1,13,verified
12875,36 months,12.12,10,OWN,26250,credit_card,OH,27.11,0,33,19,1,16,not verified
4750,36 months,17.99,2,RENT,50000,other,GA,7.73,0,75.2,25,0,12,not verified
7000,36 months,6.03,9,OWN,40000,major_purchase,PA,21.69,0,26.6,16,0,31,not verified
6000,36 months,7.9,10,MORTGAGE,75000,credit_card,CT,22.99,0,52.6,31,0,17,not verified
3675,36 months,8.9,,MORTGAGE,70000,debt_consolidation,VA,21.82,0,67.9,45,0,33,not verified
20000,60 months,10.74,2,RENT,68400,debt_consolidation,PA,9.23,0,18.6,27,0,17,verified
16750,36 months,15.81,8,MORTGAGE,50000,debt_consolidation,OH,21.41,0,56.8,26,0,13,verified
7500,36 months,7.9,1,OWN,62500,debt_consolidation,OR,5.69,0,29.9,16,0,6,not verified
24000,60 months,18.55,10,MORTGAGE,58000,credit_card,MD,21.54,0,76.5,26,0,14,verified
15175,36 months,15.81,8,RENT,46992,debt_consolidation,GA,23.16,0,79.2,19,0,9,not verified
21500,60 months,18.55,3,RENT,72000,debt_consolidation,OR,16.87,1,39.1,25,0,11,verified
11500,36 months,14.65,3,RENT,45000,debt_consolidation,NJ,20.8,0,82.9,28,1,11,not verified
10000,36 months,17.27,4,RENT,50000,debt_consolidation,FL,15.65,0,82.3,12,0,13,not verified
9325,36 months,18.25,0,OWN,32000,debt_consolidation,MO,8.66,0,97.6,14,0,16,verified
8450,36 months,17.99,6,RENT,28000,major_purchase,NY,11.87,0,49.9,9,1,6,not verified
25975,60 months,24.2,10,MORTGAGE,55000,debt_consolidation,OK,23.41,0,67.3,26,0,11,verified
12000,36 months,10.74,10,RENT,58500,debt_consolidation,FL,13.83,0,49.6,19,1,12,not verified
12000,36 months,14.65,4,RENT,58000,debt_consolidation,FL,27,0,61.4,18,0,10,not verified
24000,60 months,23.13,7,RENT,65000,debt_consolidation,NY,11.72,2,51.6,38,1,17,verified
15775,36 months,10.74,10,MORTGAGE,53000,credit_card,CA,29.39,0,61.8,8,0,37,not verified
7200,36 months,9.76,2,OWN,90000,home_improvement,CA,18.6,0,53,9,0,7,not verified
7000,36 months,17.99,10,MORTGAGE,52000,debt_consolidation,CT,16.08,2,79.2,21,0,26,not verified
2250,36 months,8.9,,OWN,33000,credit_card,GA,21.64,0,68.5,12,0,17,not verified
35000,36 months,20.99,10,MORTGAGE,75000,debt_consolidation,NC,25.89,1,94.9,28,0,25,verified
4600,36 months,17.99,1,RENT,23040,debt_consolidation,UT,25.21,0,92.5,19,0,6,verified
4125,36 months,13.67,1,MORTGAGE,63000,other,IL,28.21,0,97.1,40,0,14,verified
10150,36 months,18.55,,RENT,45000,debt_consolidation,NH,11.25,3,94.2,31,0,24,verified
3000,36 months,6.03,10,RENT,114000,home_improvement,FL,1.41,0,5.4,63,0,11,verified
30000,60 months,12.12,8,OWN,340000,home_improvement,OH,4.32,0,16.6,40,0,25,verified
31050,36 months,18.25,0,RENT,63240,debt_consolidation,IL,25.83,0,68.8,21,0,26,verified
2500,36 months,8.9,0,RENT,77000,wedding,NJ,16.76,1,30.5,37,0,9,not verified
12000,36 months,9.76,10,MORTGAGE,48000,other,PA,19.4,0,93.2,20,0,13,not verified
5100,36 months,13.11,0,RENT,105000,wedding,MI,21.1,0,64.3,17,0,8,not verified
8000,36 months,13.99,6,RENT,50000,debt_consolidation,NY,11.21,1,48.5,28,0,15,not verified
3250,36 months,12.12,0,RENT,31204,debt_consolidation,TX,23.8,2,71.3,27,0,20,not verified
5500,36 months,8.9,10,RENT,68000,debt_consolidation,KS,16.87,0,77.9,16,0,17,not verified
9250,36 months,12.12,9,MORTGAGE,45000,debt_consolidation,NJ,32.56,0,67.8,41,0,18,verified
16000,60 months,20.5,9,MORTGAGE,75000,debt_consolidation,TX,34.08,0,76.5,32,1,10,verified
30000,60 months,24.33,10,RENT,120000,debt_consolidation,HI,28.65,0,96,26,1,17,verified
17475,36 months,14.65,10,MORTGAGE,35000,debt_consolidation,PA,31.75,0,77.8,44,0,16,verified
16000,36 months,18.55,0,OWN,43000,debt_consolidation,FL,23.86,0,93.8,18,0,18,verified
20000,36 months,12.12,1,MORTGAGE,140000,credit_card,TX,14.2,0,58.9,34,0,14,not verified
7000,36 months,6.03,0,RENT,36900,debt_consolidation,MA,8.29,0,26.5,22,0,14,verified
15000,36 months,18.55,10,OWN,50000,debt_consolidation,NY,18.84,0,75.7,33,0,12,not verified
4800,36 months,13.67,3,RENT,90000,major_purchase,CA,6.55,0,69.5,8,0,6,not verified
7000,36 months,10.74,10,OWN,140000,credit_card,CA,4.96,0,55.5,12,0,5,verified
15000,36 months,7.62,4,RENT,88000,debt_consolidation,CA,12.88,0,56.5,16,0,12,not verified
8000,36 months,13.11,6,RENT,45000,debt_consolidation,CA,21.84,0,87.2,20,0,7,not verified
5700,36 months,13.99,10,MORTGAGE,110000,home_improvement,MI,6.1,7,74,36,0,11,verified
5750,36 months,13.99,10,RENT,60000,credit_card,CA,12.44,1,63.6,23,1,11,not verified
13000,36 months,13.67,9,MORTGAGE,77632,debt_consolidation,NY,20.79,0,63.9,22,0,15,not verified
3600,36 months,12.12,8,RENT,50400,other,AZ,18.38,0,73.7,12,0,11,verified
10000,36 months,16.29,7,OWN,60000,debt_consolidation,HI,11.15,1,73.3,14,0,11,not verified
10000,36 months,13.67,1,RENT,42000,debt_consolidation,MN,20.7,0,33.1,49,0,6,verified
14500,36 months,6.03,0,RENT,45000,debt_consolidation,KS,22.67,0,18.1,24,0,14,verified
16000,60 months,14.65,7,RENT,75000,wedding,CA,20.75,0,80.2,26,0,32,verified
15000,36 months,12.12,10,MORTGAGE,85000,debt_consolidation,WV,9.53,1,47.9,30,0,16,not verified
7000,36 months,13.11,10,MORTGAGE,65000,debt_consolidation,NJ,10.8,0,37.3,15,0,15,not verified
8000,36 months,14.65,2,MORTGAGE,39000,home_improvement,FL,4.86,0,30.8,10,0,4,verified
13000,36 months,18.25,4,MORTGAGE,53000,credit_card,NY,12.66,0,78.9,11,0,24,not verified
7000,36 months,10.74,2,RENT,32000,debt_consolidation,FL,12.5,0,57.5,8,0,6,not verified
10000,36 months,17.99,4,RENT,50000,wedding,AZ,11.76,0,92,15,1,21,not verified
4950,36 months,7.62,8,MORTGAGE,52000,vacation,CA,31.25,0,0,9,0,13,not verified
8800,36 months,6.03,4,MORTGAGE,74000,other,DC,16.7,0,30.4,24,0,12,not verified
6000,60 months,10.74,4,MORTGAGE,50000,home_improvement,TX,20.47,0,35.7,31,0,12,verified
15000,36 months,13.99,7,RENT,110000,debt_consolidation,NY,18.01,0,45.9,38,0,11,verified
4500,36 months,19.22,0,RENT,40000,debt_consolidation,MI,7.35,0,92.7,7,1,11,verified
10000,36 months,13.99,0,RENT,50000,debt_consolidation,NH,10.39,0,66.6,11,1,8,verified
21200,36 months,17.99,3,RENT,70000,debt_consolidation,CA,14.08,0,68.2,17,0,7,verified
20000,36 months,13.99,10,MORTGAGE,106000,debt_consolidation,SC,24.06,1,60.9,35,0,9,not verified
12000,36 months,12.12,2,MORTGAGE,46000,credit_card,OH,22.64,0,69.5,20,0,12,not verified
35000,60 months,21.97,10,MORTGAGE,300000,other,CT,5.21,0,60.2,36,0,18,verified
8875,36 months,13.67,5,MORTGAGE,52000,debt_consolidation,IL,18.83,0,91.6,19,0,23,verified
7500,36 months,12.12,5,OWN,40000,debt_consolidation,VA,18.9,0,45.5,14,1,7,verified
6000,36 months,13.11,6,RENT,80000,debt_consolidation,CT,29.15,0,89.9,42,0,10,verified
4200,36 months,12.12,6,RENT,48000,medical,FL,22.7,0,53.6,15,1,10,not verified
3500,36 months,7.62,,MORTGAGE,25000,other,AZ,5.59,0,4.5,8,0,16,verified
6000,36 months,12.12,1,RENT,35700,debt_consolidation,FL,21.68,0,85.7,41,0,9,not verified
5600,36 months,13.67,10,OWN,67000,credit_card,GA,26.74,0,56.1,23,0,20,verified
21000,36 months,15.31,2,MORTGAGE,80000,credit_card,AZ,20.42,0,69.7,26,0,12,verified
17500,36 months,7.9,9,MORTGAGE,51866.93,debt_consolidation,TX,29.5,0,50.9,25,1,15,verified
3500,36 months,9.76,10,OWN,35000,other,AL,12.43,0,28.5,14,1,16,not verified
6000,36 months,12.12,10,MORTGAGE,50000,debt_consolidation,SC,23.76,0,64.6,25,0,14,not verified
17625,60 months,12.12,5,MORTGAGE,36400,debt_consolidation,OH,14.8,0,81.1,19,0,10,verified
12500,36 months,8.9,10,MORTGAGE,75000,major_purchase,PA,28.02,0,45.6,18,0,17,not verified
16975,36 months,16.29,5,RENT,39000,debt_consolidation,MN,20.65,0,67.4,15,0,7,verified
